Title,Location,Compensation,Min_Comp,Max_Comp
3M Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$66,600/yr",43600,102000
MassMutual Business Consultant salaries,"Springfield, Massachusetts Area","$72,500/yr",46700,113000
Cisco Data Analyst salaries,San Francisco Bay Area,"$99,300/yr",81300,121000
General Motors Data Analyst salaries,Greater Detroit Area,"$70,600/yr",47900,104000
Nike Data Analyst salaries,"Portland, Oregon Area","$78,800/yr",61500,101000
Apex Systems Data Analyst salaries,San Francisco Bay Area,$27.00/hr,22.00,34.00
Liberty Mutual Insurance Data Analyst salaries,Greater Boston Area,"$79,400/yr",55800,113000
Centene Corporation Business Analyst salaries,"Phoenix, Arizona Area","$59,300/yr",47000,74900
Blue Cross Blue Shield of Michigan Business Analyst salaries,Greater Detroit Area,"$60,900/yr",50500,73500
Republic Services Business Analyst salaries,"Phoenix, Arizona Area","$71,400/yr",55000,92700
United Shore Business Analyst salaries,Greater Detroit Area,"$53,800/yr",43200,67100
"Hodges-Mace, LLC Data Analyst salaries",Greater Atlanta Area,"$49,700/yr",41300,59800
CGI Business Analyst salaries,"Austin, Texas Area","$62,400/yr",54900,70900
U.S. Bank Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$77,700/yr",51000,118000
USAA Business Analyst salaries,"San Antonio, Texas Area","$59,600/yr",50600,70200
Quicken Loans Senior Data Analyst salaries,Greater Detroit Area,"$78,600/yr",58800,105000
Emory Healthcare Data Analyst salaries,Greater Atlanta Area,"$61,000/yr",49700,74900
Intermountain Healthcare Data Analyst salaries,Greater Salt Lake City Area,"$82,000/yr",62000,109000
Bank of the West Data Analyst salaries,San Francisco Bay Area,"$109,000/yr",67800,175000
Cox Communications Data Analyst salaries,Greater Atlanta Area,"$65,500/yr",50700,84800
Microsoft Business Analyst salaries,Greater Seattle Area,"$96,700/yr",66900,140000
Wells Fargo Business Consultant salaries,"Phoenix, Arizona Area","$84,100/yr",58300,121000
Bank of America Data Analyst salaries,"Charlotte, North Carolina Area","$81,800/yr",60100,111000
Ford Motor Company Data Analyst salaries,Greater Detroit Area,"$67,600/yr",50200,91100
State Farm ® Data Analyst salaries,Greater Atlanta Area,"$77,900/yr",50900,119000
Tesla Data Analyst salaries,San Francisco Bay Area,"$70,500/yr",44300,112000
UBS Business Analyst salaries,"Greater Nashville Area, TN","$58,200/yr",44200,76600
The Walt Disney Company Data Analyst salaries,Greater Los Angeles Area,$30.00/hr,24.00,39.00
Nissan Motor Corporation Business Analyst salaries,"Greater Nashville Area, TN","$78,600/yr",50900,121000
Equifax Data Analyst salaries,Greater Atlanta Area,"$63,300/yr",48300,83000
Zulily Business Analyst salaries,Greater Seattle Area,"$74,200/yr",56400,97600
eVestment Data Analyst salaries,Greater Atlanta Area,"$57,800/yr",44400,75300
MSX International Data Analyst salaries,Greater Detroit Area,"$52,600/yr",32200,86100
AT&T Data Analyst salaries,Greater Los Angeles Area,"$77,700/yr",46400,130000
AT&T Data Analyst salaries,Dallas/Fort Worth Area,"$75,600/yr",42300,135000
Lockheed Martin Data Analyst salaries,Dallas/Fort Worth Area,"$76,800/yr",55800,105000
DXC Technology Business Analyst salaries,"Greater Nashville Area, TN","$68,500/yr",57500,81500
UnitedHealth Group Business Analyst salaries,"Phoenix, Arizona Area","$68,400/yr",43000,109000
Nordstrom Business Analyst salaries,Greater Seattle Area,"$69,100/yr",56700,84100
Wayfair Data Analyst salaries,Greater Boston Area,"$68,900/yr",56600,83800
State Street Data Analyst salaries,Greater Boston Area,"$73,700/yr",49100,111000
Willis Towers Watson Business Analyst salaries,"Houston, Texas Area","$72,400/yr",59600,87900
Fisher Investments Data Analyst salaries,"Portland, Oregon Area","$73,600/yr",52800,103000
Mars Business Analyst salaries,"Greater Nashville Area, TN","$74,000/yr",59100,92700
Granite Telecommunications Data Analyst salaries,Greater Boston Area,"$46,800/yr",35700,61300
Meridian Business Analyst salaries,Greater Detroit Area,"$55,200/yr",39700,76700
Overstock.com Data Analyst salaries,Greater Salt Lake City Area,"$60,300/yr",49300,73700
Analysis Group Data Analyst salaries,Greater Boston Area,"$76,000/yr",62700,92200
Blue Cross Blue Shield of Massachusetts Data Analyst salaries,Greater Boston Area,"$75,000/yr",57700,97700
Lodestone Data Analyst salaries,San Francisco Bay Area,"$79,100/yr",66600,94000
Definitive Healthcare Data Analyst salaries,Greater Boston Area,"$54,600/yr",41500,72000
BI WORLDWIDE Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$66,600/yr",57400,77100
Doximity Data Analyst salaries,San Francisco Bay Area,"$92,800/yr",75800,114000
Tata Consultancy Services Business Analyst salaries,Greater Detroit Area,"$72,700/yr",61000,86500
Oracle Business Analyst salaries,"San Antonio, Texas Area","$53,300/yr",42000,67600
Fidelity Investments Data Analyst salaries,Dallas/Fort Worth Area,"$71,400/yr",50600,101000
Verizon Data Analyst salaries,Dallas/Fort Worth Area,"$78,900/yr",50600,123000
FCA Fiat Chrysler Automobiles Business Analyst salaries,Greater Detroit Area,"$73,300/yr",54800,98000
Best Buy Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$62,500/yr",46000,84700
Indeed.com Business Analyst salaries,"Austin, Texas Area","$69,400/yr",55200,87300
American Airlines Data Analyst salaries,Dallas/Fort Worth Area,"$67,700/yr",55500,82600
AIG Business Analyst salaries,"Houston, Texas Area","$67,900/yr",51000,90500
Massachusetts General Hospital Data Analyst salaries,Greater Boston Area,"$62,600/yr",49700,79000
Farmers Insurance Business Consultant salaries,Dallas/Fort Worth Area,"$66,400/yr",54700,80700
bp Business Analyst salaries,"Houston, Texas Area","$98,300/yr",55700,173000
Eli Lilly and Company Business Analyst salaries,"Indianapolis, Indiana Area","$66,300/yr",54900,80000
Intermountain Healthcare Senior Data Analyst salaries,Greater Salt Lake City Area,"$95,400/yr",78900,115000
Pacific Gas and Electric Company Data Analyst salaries,San Francisco Bay Area,"$85,200/yr",55500,131000
Arizona State University Business Analyst salaries,"Phoenix, Arizona Area","$55,700/yr",41300,75200
Indiana University Health Business Analyst salaries,"Indianapolis, Indiana Area","$56,200/yr",46400,68100
Ford Credit Business Analyst salaries,Greater Detroit Area,"$67,400/yr",51700,87700
MRM Data Analyst salaries,Greater Detroit Area,"$50,300/yr",40700,62200
Meridian Data Analyst salaries,Greater Detroit Area,"$51,800/yr",36100,74200
University of South Florida Data Analyst salaries,"Tampa/St. Petersburg, Florida Area",$19.00/hr,14.00,26.00
Parallon Business Analyst salaries,"Greater Nashville Area, TN","$71,900/yr",54700,94500
DTE Energy Business Analyst salaries,Greater Detroit Area,"$65,900/yr",52500,82600
The Hanover Insurance Group Data Analyst salaries,Greater Boston Area,"$55,400/yr",45900,66900
Digitas North America Data Analyst salaries,Greater Boston Area,"$56,600/yr",47600,67200
Dimensional Fund Advisors Business Analyst salaries,"Austin, Texas Area","$86,400/yr",60000,124000
Urban Science Data Analyst salaries,Greater Detroit Area,"$66,800/yr",48500,92100
Freedom Mortgage Business Analyst salaries,"Indianapolis, Indiana Area","$57,000/yr",39700,81900
Talent Path Business Analyst salaries,"Houston, Texas Area","$50,300/yr",36500,69300
Sure Power Consulting Business Analyst salaries,"Phoenix, Arizona Area",$23.00/hr,18.00,29.00
Labatt Food Service Business Analyst salaries,"San Antonio, Texas Area","$72,200/yr",59500,87600
Samba TV Data Analyst salaries,San Francisco Bay Area,"$86,400/yr",72300,103000
Cardlytics Data Analyst salaries,Greater Atlanta Area,"$61,400/yr",51800,72800
Direct ChassisLink Inc. (DCLI) Data Analyst salaries,"Charlotte, North Carolina Area",$20.00/hr,15.00,25.00
Amazon Data Analyst salaries,Greater Boston Area,"$49,800/yr",35800,69300
Capgemini Data Analyst salaries,Greater Atlanta Area,"$67,300/yr",54200,83500
JPMorgan Chase & Co. Data Analyst salaries,Dallas/Fort Worth Area,"$62,500/yr",36100,108000
Wipro Limited Business Analyst salaries,"Greater Nashville Area, TN","$83,400/yr",63100,110000
Apple Business Analyst salaries,"Austin, Texas Area","$82,900/yr",57000,121000
Wells Fargo Business Analyst salaries,"Phoenix, Arizona Area","$76,900/yr",51200,116000
Wells Fargo Business Consultant salaries,"Portland, Oregon Area","$98,700/yr",65500,149000
Boeing Data Analyst salaries,"Phoenix, Arizona Area","$61,400/yr",50300,74900
Bank of America Data Analyst salaries,Dallas/Fort Worth Area,"$82,200/yr",57700,117000
General Motors Business Analyst salaries,"Austin, Texas Area","$100,000/yr",69700,144000
AT&T Data Analyst salaries,Greater Atlanta Area,"$76,700/yr",55800,105000
Capital One Data Analyst salaries,Dallas/Fort Worth Area,"$83,300/yr",59200,117000
UnitedHealth Group Data Analyst salaries,Dallas/Fort Worth Area,"$41,600/yr",25800,67000
Deloitte Consulting Business Analyst salaries,"Houston, Texas Area","$77,300/yr",63800,93500
PayPal Data Analyst salaries,San Francisco Bay Area,"$97,200/yr",73300,129000
Shell Business Analyst salaries,"Houston, Texas Area","$81,900/yr",60700,111000
JLL Data Analyst salaries,Greater Los Angeles Area,"$59,300/yr",48400,72800
Charles Schwab Business Analyst salaries,"Phoenix, Arizona Area","$82,400/yr",61000,111000
Fifth Third Bank Business Analyst salaries,"Greater Grand Rapids, Michigan Area","$55,600/yr",45100,68500
Chase Business Analyst salaries,"Phoenix, Arizona Area","$71,100/yr",51600,97900
DaVita Kidney Care Business Analyst salaries,Greater Seattle Area,"$61,900/yr",39400,97200
Abbott Data Analyst salaries,Greater Boston Area,$26.00/hr,19.00,34.00
Delta Air Lines Data Analyst salaries,Greater Atlanta Area,"$63,000/yr",49000,80900
Southwest Airlines Data Analyst salaries,Dallas/Fort Worth Area,$26.00/hr,16.00,43.00
National Oilwell Varco Business Analyst salaries,"Houston, Texas Area","$74,500/yr",52000,107000
Halliburton Business Analyst salaries,"Houston, Texas Area","$80,400/yr",61100,106000
"Blue Cross and Blue Shield of Illinois, Montana, New Mexico, Oklahoma & Texas Business Consultant salaries",Dallas/Fort Worth Area,"$85,100/yr",67400,107000
Autodesk Data Analyst salaries,San Francisco Bay Area,"$71,100/yr",50900,99400
WellCare Health Plans Data Analyst salaries,"Tampa/St. Petersburg, Florida Area","$59,900/yr",45100,79500
NI (National Instruments) Business Analyst salaries,"Austin, Texas Area","$74,100/yr",58200,94200
Red Ventures Data Analyst salaries,"Charlotte, North Carolina Area","$74,800/yr",56700,98600
McKesson Data Analyst salaries,Dallas/Fort Worth Area,"$47,600/yr",35800,63400
ServiceNow Data Analyst salaries,San Francisco Bay Area,"$88,100/yr",58400,133000
H-E-B Business Analyst salaries,"San Antonio, Texas Area","$69,600/yr",53400,90900
Expeditors Business Analyst salaries,Greater Seattle Area,"$78,000/yr",53300,114000
Air Liquide Business Analyst salaries,"Houston, Texas Area","$71,700/yr",47700,108000
Capital Group Data Analyst salaries,Greater Los Angeles Area,"$80,900/yr",61100,107000
Parkland Hospital Data Analyst salaries,Dallas/Fort Worth Area,"$59,800/yr",43600,82200
ServiceSource Business Analyst salaries,"Greater Nashville Area, TN","$57,400/yr",36700,89700
Change Healthcare Business Analyst salaries,"Greater Nashville Area, TN","$63,100/yr",47900,83100
CEVA Logistics Business Analyst salaries,"Houston, Texas Area","$61,600/yr",45400,83500
State of Tennessee Business Analyst salaries,"Greater Nashville Area, TN","$58,500/yr",46600,73400
Bird Data Analyst salaries,Greater Los Angeles Area,"$84,100/yr",59000,120000
Prime Therapeutics Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$75,100/yr",54500,103000
Wish Data Analyst salaries,San Francisco Bay Area,"$105,000/yr",75000,146000
Putnam Investments Data Analyst salaries,Greater Boston Area,"$57,600/yr",45200,73400
London Stock Exchange Group (LSEG) Data Analyst salaries,"Charlotte, North Carolina Area","$33,600/yr",23600,47700
NRG Energy Business Analyst salaries,"Houston, Texas Area","$58,800/yr",35200,98100
Shamrock Foods Company Business Analyst salaries,"Phoenix, Arizona Area","$54,100/yr",40700,71800
Cogo Labs Data Analyst salaries,Greater Boston Area,"$56,500/yr",39600,80500
Targa Resources Business Analyst salaries,"Houston, Texas Area","$81,200/yr",55300,119000
Travis County Business Analyst salaries,"Austin, Texas Area","$67,200/yr",50200,89900
Holland America Line Business Analyst salaries,Greater Seattle Area,"$69,700/yr",52300,92900
"Regenstrief Institute, Inc. Data Analyst salaries","Indianapolis, Indiana Area","$50,400/yr",39300,64500
OneMagnify Data Analyst salaries,Greater Detroit Area,"$55,600/yr",36400,84900
Live Oak Bank Business Analyst salaries,"Wilmington, North Carolina Area","$46,800/yr",38300,57200
"HPA, A Cognizant Company Business Analyst salaries","Greater Nashville Area, TN","$44,900/yr",34700,58200
Addepar Data Analyst salaries,San Francisco Bay Area,"$107,000/yr",77100,149000
SPH Analytics Data Analyst salaries,Greater Atlanta Area,"$51,200/yr",39100,67100
Empiric Health Data Analyst salaries,Greater Salt Lake City Area,"$59,400/yr",43100,81900
Amazon Data Analyst salaries,"Phoenix, Arizona Area","$53,800/yr",41500,69800
Accenture Data Analyst salaries,Greater Atlanta Area,"$61,200/yr",33100,113000
EY Data Analyst salaries,Dallas/Fort Worth Area,"$70,200/yr",48200,102000
EY Data Analyst salaries,Greater Atlanta Area,"$59,600/yr",47700,74500
Capgemini Business Analyst salaries,"Houston, Texas Area","$68,400/yr",54900,85200
JPMorgan Chase & Co. Data Analyst salaries,"Phoenix, Arizona Area","$62,700/yr",44600,88200
Deloitte Data Analyst salaries,Greater Los Angeles Area,"$68,500/yr",54400,86100
Wells Fargo Data Analyst salaries,Greater Minneapolis-St. Paul Area,"$64,600/yr",37400,112000
Wells Fargo Data Analyst salaries,"Phoenix, Arizona Area","$56,200/yr",43600,72300
Intel Corporation Data Analyst salaries,"Phoenix, Arizona Area","$83,500/yr",51600,135000
Starbucks Business Analyst salaries,Greater Seattle Area,"$69,900/yr",52800,92500
American Express Data Analyst salaries,"Phoenix, Arizona Area","$76,200/yr",53000,109000
State Farm ® Data Analyst salaries,Dallas/Fort Worth Area,"$82,800/yr",52400,131000
State Farm ® Data Analyst salaries,"Phoenix, Arizona Area","$88,300/yr",56800,137000
UnitedHealth Group Data Analyst salaries,Greater Atlanta Area,$25.00/hr,12.00,51.00
UnitedHealth Group Data Analyst salaries,"Indianapolis, Indiana Area","$57,300/yr",35300,93200
UPS Data Analyst salaries,Greater Atlanta Area,"$55,400/yr",37300,82100
Deloitte Consulting Business Analyst salaries,Greater Seattle Area,"$77,500/yr",61300,98000
FCA Fiat Chrysler Automobiles Data Analyst salaries,Greater Detroit Area,"$67,800/yr",51500,89100
T-Mobile Business Analyst salaries,Greater Seattle Area,"$76,800/yr",53600,110000
Dell Business Analyst salaries,"Austin, Texas Area","$62,100/yr",50000,77100
Walmart Labs Data Analyst salaries,San Francisco Bay Area,"$115,000/yr",78600,170000
Baylor Scott & White Health Data Analyst salaries,Dallas/Fort Worth Area,"$72,200/yr",46600,112000
TEKsystems Business Analyst salaries,Greater Seattle Area,$47.00/hr,34.00,65.00
Boston Children's Hospital Data Analyst salaries,Greater Boston Area,"$78,600/yr",40900,151000
Johnson & Johnson Data Analyst salaries,Greater Boston Area,$29.00/hr,22.00,39.00
Nielsen Data Analyst salaries,Greater Atlanta Area,"$57,000/yr",46400,70000
